timestamp,storename,address_original,address_normalize[0],address_normalize[1],最終更新日,url,開設者種別,開設者名,管理者名,歯科一般領域一覧,歯科口腔外科領域一覧,小児歯科領域一覧,矯正歯科領域一覧,施設状況一覧,対応可能ﾅ麻酔治療一覧,在宅医療,連携ﾉ有無,歯科医師(総数|常勤|非常勤),歯科技工士(総数|常勤|非常勤),歯科助手(総数|常勤|非常勤),歯科衛生士(総数|常勤|非常勤),前年度1日平均外来患者数,緯度,経度,page,診療科
2023-09-21,やべ歯科クリニック,東松山市毛塚７８７－５,埼玉県東松山市大字毛塚787-5,,2023年03月16日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11021721&ir=03,na,矢部昭彦,矢部昭彦,歯科領域の一次診療,埋伏歯抜歯,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,na,1|-|-,na,na,0|-|-,6.0,na,na,15,"歯科, 小児歯科"
2023-09-21,小林歯科医院,熊谷市箱田７－３－３３,埼玉県熊谷市箱田七丁目3-33,,2023年03月16日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11026898&ir=03,na,医療法人 真和会 (理事長 小林晴行),小林晴行,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している,車椅子等利用者用駐車施設の有無)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"歯科訪問診療,訪問歯科衛生指導",病院との連携,2|-|-,na,na,6|-|-,35,na,na,15,"歯科, 小児歯科, 歯科口腔外科"
2023-09-21,東榎本歯科医院,久喜市久喜東３－２－１０,埼玉県久喜市久喜東三丁目2-10,,2023年03月16日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11035021&ir=03,na,榎本善公,榎本善公,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携,薬局との連携",1|-|-,na,na,08|-|-,15,na,na,15,"歯科, 小児歯科"
2023-09-21,君島歯科口腔外科クリニック,さいたま市南区文蔵４－２－１３ ブリュッヘンパーク１階,埼玉県ｻｲﾀﾏ市南区文蔵四丁目2-13, ﾌﾞﾘｭｯﾍﾝﾊﾟ-ｸ1階,2023年03月16日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11052600&ir=03,na,君島 裕,君島 裕,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療,顎骨骨折治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療,口腔領域の腫瘍の治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,"病院との連携,診療所との連携,薬局との連携",2.3|-|-,na,na,1.3|-|-,20,na,na,15,"歯科, 歯科口腔外科, 小児歯科, 矯正歯科"
2023-09-21,山本歯科医院,秩父市本町６－１３,埼玉県秩父市本町6-13,,2023年03月16日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11088842&ir=03,na,山本修二,山本修二,"歯科領域の一次診療,著しく歯科診療が困難な者の歯科治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"歯科訪問診療,訪問歯科衛生指導,歯科疾患在宅療養管理","病院との連携,診療所との連携",2.0|-|-,na,na,4|-|-,17.5,na,na,15,"歯科, 歯科口腔外科"
2023-09-21,医療法人恵貴会　グッティー歯科クリニック国済寺,深谷市国済寺３３５－１０,埼玉県深谷市国済寺335-10,,2023年03月16日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11232722&ir=03,na,田中貴晃 (田中貴晃),田中貴晃,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方なし)', '障害者に対するサービス内容(手話による対応)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,病院との連携,4|-|-,na,na,6|-|-,70.0,na,na,15,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
2023-09-21,おはなデンタルクリニック,本庄市前原１－１１－２３,埼玉県本庄市前原一丁目11-23,,2023年03月16日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11253630&ir=03,na,青木健史,青木健史,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している,車椅子等利用者用駐車施設の有無)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"往診（２４時間往診以外）,歯科訪問診療","病院との連携,薬局との連携",2|-|-,na,na,3|-|-,30,na,na,15,"歯科, 小児歯科, 歯科口腔外科"
2023-09-21,たんの歯科クリニック,朝霞市北原２－５－３０,埼玉県朝霞市北原二丁目5-30,,2023年03月15日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11009195&ir=03,na,丹野哲哉,丹野哲哉,"歯科領域の一次診療,成人の歯科矯正治療",埋伏歯抜歯,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携,薬局との連携",2|-|-,na,na,3|-|-,20,na,na,15,"歯科, 矯正歯科, 歯科口腔外科, 小児歯科"
2023-09-21,えむ歯科クリニック,新座市野火止６－１９－６ 平塚ビル２Ｆ,埼玉県新座市野火止六丁目19-6, 平塚ﾋﾞﾙ2f,2023年03月15日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11010746&ir=03,na,医療法人社団知真会 (安東義恭),安東義恭,na,"埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方なし)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"在宅患者連携指導,在宅患者緊急時等カンファレンス,歯科訪問診療,訪問歯科衛生指導","病院との連携,居宅介護支援事業所との連携",1|-|-,na,na,2|-|-,20,na,na,15,"歯科, 小児歯科, 歯科口腔外科, 矯正歯科"
2023-09-21,竹内歯科医院,富士見市鶴瀬東１－１０－４３,埼玉県富士見市鶴瀬東一丁目10-43,,2023年03月15日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11016280&ir=03,na,竹内英明,竹内英明,歯科領域の一次診療,埋伏歯抜歯,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,居宅介護支援事業所との連携,1|-|-,na,na,1|-|-,16.4,na,na,15,歯科
2023-09-21,田島歯科医院,本庄市駅南 ２－９－１０,埼玉県本庄市駅南二丁目9-10,,2023年03月15日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11023252&ir=03,na,田島久子,田島久子,歯科領域の一次診療,顎関節症治療,na,na,"['院内処方の有無(院内処方なし)', '障害者に対するサービス内容(音声による情報の伝達)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,病院との連携,1|-|-,na,na,0|-|-,5,na,na,15,歯科
2023-09-21,朝霞フォレスト歯科・矯正歯科,朝霞市根岸台３－２０－１くみまちモールあさか２階２０８区画,埼玉県朝霞市根岸台三丁目20-1,ｸﾐﾏﾁﾓｰﾙｱｻｶ2階208区画,2023年03月15日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11253061&ir=03,na,三浦 和輝,三浦 和輝,"歯科領域の一次診療,成人の歯科矯正治療","顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している,車椅子等利用者用駐車施設の有無)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,薬局との連携",2|-|-,na,na,2|-|-,40,na,na,15,歯科
2023-09-21,社会福祉法人　埼玉医療福祉会　丸木記念福祉メディカルセンター,入間郡毛呂山町毛呂本郷３８,埼玉県入間郡毛呂山町大字毛呂本郷38,,2023年03月14日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11100435&ir=01,na,社会福祉法人 埼玉医療福祉会 理事長 丸木清之,棚橋紀夫,"歯科領域の一次診療,摂食機能障害の治療",埋伏歯抜歯,na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している,多機能トイレの設置)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"訪問看護指示,精神科訪問看護・指導,精神科訪問看護指示,歯科訪問診療","病院との連携,診療所との連携,訪問看護ステーションとの連携,居宅介護支援事業所との連携,薬局との連携",2.3|-|-,na,na,4|-|-,76.6,na,na,15,"内科, 精神科, リハビリテーション科, 歯科, 皮膚科, 緩和ケア内科"
2023-09-21,あたご歯科医院,新座市あたご３－１１－６,埼玉県新座市ｱﾀｺﾞ三丁目11-6,,2023年03月14日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11010398&ir=03,na,井上昭子,井上昭子,歯科領域の一次診療,埋伏歯抜歯,na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"歯科訪問診療,訪問歯科衛生指導,歯科疾患在宅療養管理,在宅患者歯科治療時医療管理","病院との連携,診療所との連携,居宅介護支援事業所との連携",3|-|-,na,na,2|-|-,28.5,na,na,15,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科, 歯科診療"
2023-09-21,医療法人椿会飯島歯科医院,富士見市ふじみ野西１－１－１アイムプラザ２Ｆ,埼玉県富士見市ﾌｼﾞﾐ野西一丁目1-1,ｱｲﾑﾌﾟﾗｻﾞ2f,2023年03月14日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11016060&ir=03,na,医療法人椿会 (飯島達也),飯島達也,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携",2.2|-|-,na,na,3.0|-|-,30,na,na,15,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
2023-09-21,医療法人社団四方　きくち歯科クリニック,ふじみ野市駒西２－１－６,埼玉県ﾌｼﾞﾐ野市駒西二丁目1-6,,2023年03月14日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11016620&ir=03,na,医療法人社団 四方 (菊地 伸仁),菊地 伸仁,"歯科領域の一次診療,成人の歯科矯正治療,著しく歯科診療が困難な者の歯科治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"在宅患者連携指導,歯科訪問診療,訪問歯科衛生指導","病院との連携,診療所との連携,訪問看護ステーションとの連携,居宅介護支援事業所との連携,薬局との連携",4|-|-,na,na,12|-|-,80,na,na,15,"歯科, 小児歯科, 矯正歯科, 歯科口腔外科"
2023-09-21,高山歯科医院,ふじみ野市鶴ケ岡２－１４－１５,埼玉県ﾌｼﾞﾐ野市鶴ｹ岡二丁目14-15,,2023年03月14日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11016752&ir=03,na,高山 修,高山 修,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"歯科訪問診療,訪問歯科衛生指導","病院との連携,診療所との連携,居宅介護支援事業所との連携",3|-|-,na,na,1|-|-,25,na,na,15,"歯科, 矯正歯科, 小児歯科"
2023-09-21,たなか歯科クリニック,ふじみ野市西鶴ヶ岡１－３－１５ ビバモール埼玉大井プラザ棟２Ｆ,埼玉県ﾌｼﾞﾐ野市西鶴ｹ岡一丁目3-15, ﾋﾞﾊﾞﾓｰﾙ埼玉大井ﾌﾟﾗｻﾞ棟2f,2023年03月14日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11016760&ir=03,na,医療法人社団珠瑛会 (田中幸雄),田中幸雄,"歯科領域の一次診療,成人の歯科矯正治療","顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,病院との連携,1|-|-,na,na,2|-|-,35,na,na,15,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
2023-09-21,見福歯科医院,本庄市見福 １－７－７７,埼玉県本庄市見福一丁目7-77,,2023年03月14日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11023180&ir=03,na,田島勇,田島勇,"歯科領域の一次診療,成人の歯科矯正治療,唇顎口蓋裂の歯科矯正治療",na,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,病院との連携,1.1|-|-,na,na,0|-|-,18,na,na,15,"歯科, 矯正歯科, 小児歯科"
2023-09-21,医療法人社団　鴻寿会　生田歯科医院,鴻巣市本町７－２－３０,埼玉県鴻巣市本町七丁目2-30,,2023年03月14日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11085215&ir=03,na,医療法人社団 鴻寿会 生田歯科医院 (生田奈緒子),生田奈緒子,"歯科領域の一次診療,成人の歯科矯正治療,著しく歯科診療が困難な者の歯科治療,摂食機能障害の治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '障害者に対するサービス内容(施設内の情報の表示)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携,薬局との連携",1.0|-|-,na,na,1.0|-|-,12.8,na,na,15,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科, 歯周病科"
2023-09-21,四季の里歯科クリニック,本庄市四季の里２－９－７,埼玉県本庄市四季ﾉ里二丁目9-7,,2023年03月14日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11224797&ir=03,na,坂本 吉之,坂本 吉之,"歯科領域の一次診療,著しく歯科診療が困難な者の歯科治療",na,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"歯科訪問診療,訪問歯科衛生指導,歯科疾患在宅療養管理",病院との連携,1|-|-,na,na,3|-|-,20,na,na,15,歯科
2023-09-21,明堂歯科医院,本庄市朝日町１－２３－２,埼玉県本庄市朝日町一丁目23-2,,2023年03月14日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11237287&ir=03,na,明堂 貴充,明堂 貴充,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,"病院との連携,診療所との連携",1|-|-,na,na,4|-|-,25.5,na,na,15,"歯科, 小児歯科, 矯正歯科, 歯科口腔外科"
2023-09-21,クリニック公園ばし,秩父市中村町４－９－２２,埼玉県秩父市中村町四丁目9-22,,2023年03月13日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11205083&ir=02,na,正田久幸,正田久幸,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方なし)', '障害者に対するサービス内容(施設内の情報の表示)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"往診（２４時間往診以外）,救急搬送診療,在宅患者訪問点滴注射管理指導,訪問看護指示,歯科訪問診療","病院との連携,診療所との連携,薬局との連携",2|-|-,na,na,0.5|-|-,100,na,na,15,"内科, 呼吸器科, アレルギー科, 歯科, 歯科口腔外科, 矯正歯科"
2023-09-21,竹村歯科,越谷市花田３－６－７,埼玉県越谷市花田三丁目6-7,,2023年03月13日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11096209&ir=03,na,竹村瑞子,竹村瑞子,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"歯科訪問診療,訪問歯科衛生指導","病院との連携,診療所との連携,訪問看護ステーションとの連携,居宅介護支援事業所との連携,薬局との連携",1|-|-,na,na,1|-|-,20,na,na,15,"歯科, 小児歯科"
2023-09-21,中山歯科クリニック,志木市幸町４－３－５,埼玉県志木市幸町四丁目3-5,,2023年03月12日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11009993&ir=03,na,中山 栄泰,中山 栄泰,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携,薬局との連携",1|-|-,na,na,0|-|-,18,na,na,15,"歯科, 矯正歯科, 小児歯科"
2023-09-21,上石歯科医院,熊谷市新堀７５１番地,埼玉県熊谷市新堀751,,2023年03月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11026766&ir=03,na,上石員由,上石員由,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方なし)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,na,1.0|-|-,na,na,0|-|-,0,na,na,15,歯科
2023-09-21,医療法人社団　秀優会　柳澤歯科医院,春日部市中央２－１７－１０ １階,埼玉県春日部市中央二丁目17-10, 1階,2023年03月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11200090&ir=03,na,医療法人社団 秀優会 (理事長 柳澤 秀通),柳澤 秀通,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携",1.1|-|-,na,na,2|-|-,40,na,na,15,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
2023-09-21,松村歯科医院,久喜市伊坂北２丁目１－３,埼玉県久喜市伊坂北二丁目1-3,,2023年03月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11232374&ir=03,na,松村 知典,松村知典,歯科領域の一次診療,埋伏歯抜歯,na,na,"['院内処方の有無(院内処方あり)', '障害者に対するサービス内容(音声による情報の伝達)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している,多機能トイレの設置)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"歯科訪問診療,訪問歯科衛生指導","病院との連携,診療所との連携",1|-|-,na,na,4|-|-,30,na,na,15,"歯科, 小児歯科"
2023-09-21,（医）社団昌仁会　りゅういち歯科医院,熊谷市桜木町１－３７,埼玉県熊谷市桜木町一丁目37,,2023年03月07日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11027380&ir=03,na,（医）社団昌仁会 (齋藤 竜一),齋藤 竜一,歯科領域の一次診療,埋伏歯抜歯,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,na,1|-|-,na,na,2|-|-,41.3,na,na,16,"歯科, 小児歯科"
2023-09-21,福島歯科医院,蕨市中央５－１６－１,埼玉県蕨市中央五丁目16-1,,2023年03月06日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11006382&ir=03,na,福島敏洋,福島敏洋,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '障害者に対するサービス内容(施設内の情報の表示,音声による情報の伝達)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"歯科訪問診療,訪問歯科衛生指導","病院との連携,診療所との連携,薬局との連携",1|-|-,na,na,1|-|-,18.0,na,na,16,"歯科, 小児歯科"
2023-09-21,シオノデンタルクリニック,朝霞市膝折町２－３－５１,埼玉県朝霞市膝折町二丁目3-51,,2023年03月06日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11009772&ir=03,na,塩野篤史,塩野篤史,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '障害者に対するサービス内容(施設内の情報の表示)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,"病院との連携,診療所との連携,薬局との連携",2|-|-,na,na,2|-|-,25,na,na,16,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
2023-09-21,よこやま歯科クリニック,志木市本町５－１８－２２エルシティミカミビル２０１号,埼玉県志木市本町五丁目18-22,ｴﾙｼﾃｨﾐｶﾐﾋﾞﾙ201-,2023年03月05日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11009934&ir=03,na,医療法人 真寿会 (横山 宜佳),横山 宜佳,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,病院との連携,1.0|-|-,na,na,2.5|-|-,26,na,na,16,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
2023-09-21,あおき歯科医院,ふじみ野市亀久保１－１－１６ ウエストビル１Ｆ,埼玉県ﾌｼﾞﾐ野市亀久保一丁目1-16, ｳｴｽﾄﾋﾞﾙ1f,2023年03月05日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11016485&ir=03,na,青木聡,青木聡,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,na,3|-|-,na,na,2|-|-,58,na,na,16,"歯科, 小児歯科"
2023-09-21,医療法人森田歯科医院,川越市菅原町２３－８,埼玉県川越市菅原町23-8,,2023年03月05日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11057351&ir=03,na,医療法人森田歯科医院 (森田 芳和),森田 芳和,"歯科領域の一次診療,成人の歯科矯正治療",na,na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"歯科訪問診療,訪問歯科衛生指導","病院との連携,診療所との連携,居宅介護支援事業所との連携,薬局との連携",2.2|-|-,na,na,2.5|-|-,13,na,na,16,歯科
2023-09-21,郷仁会歯科,三郷市戸ヶ崎２－７０５－２,埼玉県三郷市戸ヶ崎二丁目705-2,,2023年03月05日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11097426&ir=03,na,庫山未希,庫山未希,"歯科領域の一次診療,成人の歯科矯正治療,著しく歯科診療が困難な者の歯科治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '障害者に対するサービス内容(施設内の情報の表示,音声による情報の伝達)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,病院との連携,1|-|-,na,na,1|-|-,30,na,na,16,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
2023-09-21,堀田歯科医院,川越市南通町２０－７ＨＭＤプラザ３Ｆ,埼玉県川越市南通町20-7,hmdﾌﾟﾗｻﾞ3f,2023年03月04日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11057149&ir=03,na,堀田 重光,堀田 重光,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,na,3|-|-,na,na,0|-|-,20,na,na,16,"歯科, 矯正歯科, 小児歯科"
