timestamp,storename,address_original,address_normalize[0],address_normalize[1],最終更新日,url,開設者種別,開設者名,管理者名,歯科一般領域一覧,歯科口腔外科領域一覧,小児歯科領域一覧,矯正歯科領域一覧,施設状況一覧,対応可能ﾅ麻酔治療一覧,在宅医療,連携ﾉ有無,歯科医師(総数|常勤|非常勤),歯科技工士(総数|常勤|非常勤),歯科助手(総数|常勤|非常勤),歯科衛生士(総数|常勤|非常勤),前年度1日平均外来患者数,緯度,経度,page,診療科
2023-09-15,パープル歯科クリニック,鳥取県倉吉市山根540-1　パープルビル２階１号室,鳥取県倉吉市山根540-1, ﾊﾟ-ﾌﾟﾙﾋﾞﾙ2階1-,2018年10月22日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1393,個人,桑名　慎太郎,桑名　慎太郎,"[1. 歯科領域の一次診療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, ]",na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],"[1. 往診（終日対応することができるものに限る）, 21. 歯科訪問診療, ]",[],1|-|-,-|-|-,-|-|-,4|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,えりぃ歯科クリニック,鳥取県東伯郡北栄町弓原２９３−２,鳥取県東伯郡北栄町弓原293-2,,2023年1月6日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1394,個人,林　映理子,林　映理子,"[1. 歯科領域の一次診療, ]",[],na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 車椅子等利用者用駐車施設の有無, 1. 施設内における全面禁煙の実施, 2. 健康増進法第28条第13号に規定する特定屋外喫煙場所の設置, ]",[],[],[],1|-|-,-|-|-,-|-|-,3|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,あおば歯科医院,米子市福市１１７０−３,鳥取県米子市福市1170-3,,2018年5月7日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1395,個人,田本　知光,田本　知光,"[1. 歯科領域の一次診療, 2. 成人の歯科矯正治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, ]",na,na,"[駐車場の有無, ]",[],"[2. 上記以外の往診, ]",[],1|-|-,-|-|-,-|-|-,2|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,あさくら歯科医院,米子市西福原５−８−１７,鳥取県米子市西福原五丁目8-17,,2022年2月4日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1396,個人,朝倉　章順,朝倉　章順,"[1. 歯科領域の一次診療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, 5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],"[2. 上記以外の往診, 4. 在宅患者訪問診療, ]",[],1|-|-,-|-|-,-|-|-,2|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,アーニスト歯科クリニック,米子市旗ヶ崎６丁目１９−３７,鳥取県米子市旗ヶ崎六丁目19-37,,2018年5月7日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1397,個人,村田　健,村田　健,[],[],na,na,"[駐車場の有無, 4. 施設内点字ブロックの設置, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],[],[],1|-|-,-|-|-,-|-|-,2|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,あべ小児歯科,米子市米原２丁目３番２０号２Ｆ,鳥取県米子市米原二丁目3-20, 2f,2023年1月8日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1398,個人,阿部　和久,阿部　和久,"[1. 歯科領域の一次診療, ]","[2. 顎関節症治療, ]",na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],[],"[1. 病院との連携, 2. 診療所との連携, 5. 薬局との連携, ]",1|-|-,-|-|-,-|-|-,-|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,医療法人社団　いえはら歯科,米子市河崎５７５−１,鳥取県米子市河崎575-1,,2017年3月29日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1399,個人,家原　猛,家原　猛,"[1. 歯科領域の一次診療, 5. 障がい者等の歯科治療, 6. 摂食機能障害の治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, 5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],"[4. 在宅患者訪問診療, ]","[1. 病院との連携, 2. 診療所との連携, 3. 訪問看護ステーションとの連携, 4. 居宅介護支援事業所との連携, 5. 薬局との連携, ]",1|-|-,-|-|-,-|-|-,2|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,医療法人社団いけぐち歯科クリニック,米子市西福原９−１１−１３,鳥取県米子市西福原九丁目11-13,,2023年1月3日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1400,個人,医療法人社団いけぐち歯科クリニック,池口　直子,"[1. 歯科領域の一次診療, ]",[],na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 車椅子等利用者用駐車施設の有無, 多機能トイレの設置, 1. 施設内における全面禁煙の実施, ]",[],[],[],1|-|-,-|-|-,-|-|-,4|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,医療法人社団今井歯科クリニック,米子市両三柳２０３３,鳥取県米子市両三柳2033,,2017年3月29日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1402,個人,今井　俊広,今井　俊広,"[1. 歯科領域の一次診療, ]",[],na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],[],[],2|-|-,-|-|-,-|-|-,3|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,医療法人社団植木歯科医院,米子市諏訪５１−５,鳥取県米子市諏訪51-5,,2017年3月29日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1403,個人,植木　泰久,植木　泰久,"[1. 歯科領域の一次診療, 5. 障がい者等の歯科治療, 6. 摂食機能障害の治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, 5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 2. 施設内の情報の表示, 4. 施設内点字ブロックの設置, 5. 点字による表示, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, 2. 健康増進法第28条第13号に規定する特定屋外喫煙場所の設置, ]",[],"[2. 上記以外の往診, 3. 退院時共同指導, 4. 在宅患者訪問診療, 5. 在宅時医学総合管理, ]","[1. 病院との連携, 2. 診療所との連携, 3. 訪問看護ステーションとの連携, 4. 居宅介護支援事業所との連携, ]",1|-|-,-|-|-,-|-|-,4|-|-,na,na,na,1,"['歯科領域', '口腔外科領域']"
2023-09-15,岡本歯科医院,米子市加茂町１−３６,鳥取県米子市加茂町一丁目36,,2020年1月22日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1405,個人,岡本　日出夫,岡本　日出夫,"[1. 歯科領域の一次診療, ]",[],na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],"[2. 上記以外の往診, ]",[],-|-|-,-|-|-,-|-|-,-|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,かず歯科医院,米子市三本松2-13-23,鳥取県米子市三本松二丁目13-23,,2023年1月12日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1406,個人,岡本　和己,岡本　和己,"[1. 歯科領域の一次診療, 2. 成人の歯科矯正治療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, 5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],"[2. 上記以外の往診, ]",[],1|-|-,-|-|-,-|-|-,2|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,医療法人社団木山歯科医院,米子市冨士見町２−３１,鳥取県米子市冨士見町二丁目31,,2023年1月11日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1407,個人,木山　力哉,木山　力哉,"[1. 歯科領域の一次診療, 2. 成人の歯科矯正治療, ]","[5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],"[2. 上記以外の往診, 4. 在宅患者訪問診療, ]","[1. 病院との連携, ]",2|-|-,-|-|-,-|-|-,4|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,木山歯科クリニック,米子市夜見町３０４６−１,鳥取県米子市夜見町3046-1,,2023年1月7日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1408,個人,木山　陽介,木山　陽介,"[1. 歯科領域の一次診療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, ]",na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],"[2. 上記以外の往診, ]",[],2|-|-,-|-|-,-|-|-,2|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,きやま歯科医院,米子市両三柳３５−２,鳥取県米子市両三柳35-2,,2023年1月23日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1409,個人,木山　剛,木山　剛,"[1. 歯科領域の一次診療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, 5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 4. 施設内点字ブロックの設置, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],[],[],1|-|-,-|-|-,-|-|-,3|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,くらさと歯科医院,米子市皆生新田2丁目1番15号,鳥取県米子市皆生新田二丁目1-15,,2023年1月4日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1410,個人,倉郷貴敏,倉郷貴敏,"[1. 歯科領域の一次診療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, ]",na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],[],[],1|-|-,-|-|-,-|-|-,2|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,K+n矯正歯科,米子市長砂町53-2,鳥取県米子市長砂町53-2,,2022年2月4日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1411,個人,松浦　健,松浦　健,"[2. 成人の歯科矯正治療, ]",[],na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],[],"[2. 診療所との連携, ]",2|-|-,-|-|-,-|-|-,2|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,恵歯科医院,米子市熊党９９,鳥取県米子市熊党99,,2018年5月8日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1412,個人,田本　晃,田本　晃,[],[],na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],"[21. 歯科訪問診療, ]",[],1|-|-,-|-|-,-|-|-,3|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,けい歯科クリニック,鳥取県米子市安倍９７番地５,鳥取県米子市安倍97-5,,2023年3月6日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1413,個人,中村　慶二郎,中村　慶二郎,"[1. 歯科領域の一次診療, 2. 成人の歯科矯正治療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, ]",na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],[],[],1|-|-,-|-|-,-|-|-,3|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,古賀歯科クリニック,米子市尾高３０４１−１８,鳥取県米子市尾高3041-18,,2017年3月29日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1414,個人,古賀　隆,古賀　隆,"[1. 歯科領域の一次診療, ]",[],na,na,"[駐車場の有無, ]",[],[],[],1|-|-,-|-|-,-|-|-,1|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,小徳歯科医院,米子市河崎１７４０−２１,鳥取県米子市河崎1740-21,,2018年5月7日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1415,個人,小徳　省三,小徳　省三,"[1. 歯科領域の一次診療, ]",[],na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],"[21. 歯科訪問診療, ]",[],1|-|-,-|-|-,-|-|-,2|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,坂根矯正歯科,米子市明治町　177-1,鳥取県米子市明治町177-1,,2017年3月29日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1418,個人,坂根　令一,坂根　令一,"[1. 歯科領域の一次診療, 2. 成人の歯科矯正治療, 3. 唇顎口蓋裂の歯科矯正治療, 4. 顎変形症の歯科矯正治療, ]",[],na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],[],[],-|-|-,-|-|-,-|-|-,-|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,さかもと歯科クリニック,米子市両三柳３４５２,鳥取県米子市両三柳3452,,2022年12月29日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1419,個人,阪本　博文,阪本　博文,"[1. 歯科領域の一次診療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, 5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],[],"[1. 病院との連携, 2. 診療所との連携, ]",1|-|-,-|-|-,-|-|-,４|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,佐々木歯科医院,米子市祇園町２丁目２０,鳥取県米子市祇園町二丁目20,,2022年2月3日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1420,個人,佐々木　晃一,佐々木　晃一,"[1. 歯科領域の一次診療, ]",[],na,na,[],[],[],[],1|-|-,-|-|-,-|-|-,1|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,清水歯科クリニック,米子市宗像９４６−１,鳥取県米子市宗像946-1,,2023年1月6日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1421,個人,清水　久哉,清水　久哉,"[1. 歯科領域の一次診療, 5. 障がい者等の歯科治療, 6. 摂食機能障害の治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, 5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],"[2. 上記以外の往診, ]","[1. 病院との連携, 2. 診療所との連携, 3. 訪問看護ステーションとの連携, ]",1|-|-,-|-|-,-|-|-,3|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,鈴木歯科医院,米子市加茂町１丁目２２,鳥取県米子市加茂町一丁目22,,2020年2月4日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1423,個人,鈴木　信,鈴木　信,[],[],na,na,"[駐車場の有無, ]",[],"[2. 上記以外の往診, 4. 在宅患者訪問診療, ]","[1. 病院との連携, 2. 診療所との連携, 4. 居宅介護支援事業所との連携, 5. 薬局との連携, ]",1|-|-,-|-|-,-|-|-,2|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,すどう歯科クリニック,米子市観音寺新町3-1-11,鳥取県米子市観音寺新町三丁目1-11,,2018年3月11日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1424,個人,須藤昌紀,須藤昌紀,"[1. 歯科領域の一次診療, 2. 成人の歯科矯正治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, ]",na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],"[2. 上記以外の往診, 4. 在宅患者訪問診療, ]",[],1|-|-,-|-|-,-|-|-,5|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,隅田歯科医院,米子市錦町２丁目２−２,鳥取県米子市錦町二丁目2-2,,2019年1月7日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1425,個人,隅田　秀樹,隅田　秀樹,"[1. 歯科領域の一次診療, 2. 成人の歯科矯正治療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, ]",na,na,"[駐車場の有無, 2. 施設内の情報の表示, 4. 施設内点字ブロックの設置, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],"[1. 往診（終日対応することができるものに限る）, 4. 在宅患者訪問診療, 21. 歯科訪問診療, ]","[1. 病院との連携, 3. 訪問看護ステーションとの連携, 4. 居宅介護支援事業所との連携, 5. 薬局との連携, ]",1|-|-,-|-|-,-|-|-,2|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,医療法人社団聖雅会原田デンタルオフィス,米子市中島２−１−５,鳥取県米子市中島二丁目1-5,,2023年1月6日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1426,個人,原田　雅夫,原田　雅夫,[],"[1. 埋伏歯抜歯, 2. 顎関節症治療, ]",na,na,"[駐車場の有無, ]",[],"[2. 上記以外の往診, 4. 在宅患者訪問診療, ]",[],2|-|-,-|-|-,-|-|-,2|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,セントラル歯科,米子市上福原３−７−３９,鳥取県米子市上福原三丁目7-39,,2023年1月30日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1427,個人,田本　裕二,田本　裕二,[],[],na,na,"[駐車場の有無, ]",[],"[2. 上記以外の往診, ]",[],1|-|-,-|-|-,-|-|-,2|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,医療法人社団　高野歯科医院,米子市東福原３−１−１５,鳥取県米子市東福原三丁目1-15,,2017年3月29日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1428,個人,高野淳人,高野淳人,"[1. 歯科領域の一次診療, 2. 成人の歯科矯正治療, ]",[],na,na,"[1. 施設内における全面禁煙の実施, ]",[],"[4. 在宅患者訪問診療, 9. 在宅患者訪問看護・指導, ]",[],2|-|-,-|-|-,-|-|-,4|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,たかの歯科クリニック,米子市博労町２−３１,鳥取県米子市博労町二丁目31,,2017年3月29日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1429,個人,高野　洋寿,高野　洋寿,"[1. 歯科領域の一次診療, 2. 成人の歯科矯正治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, ]",na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],"[4. 在宅患者訪問診療, ]","[1. 病院との連携, 2. 診療所との連携, ]",1|-|-,-|-|-,-|-|-,2|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,田本歯科医院,米子市万能町９,鳥取県米子市万能町9,,2020年1月25日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1430,個人,田本　寛光,田本　寛光,"[1. 歯科領域の一次診療, 2. 成人の歯科矯正治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, ]",na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],"[2. 上記以外の往診, 4. 在宅患者訪問診療, ]",[],1|-|-,-|-|-,-|-|-,1|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,田本歯科クリニック,鳥取県米子市旗ケ崎２丁目６番１８,鳥取県米子市旗ヶ崎二丁目6-18,,2023年3月6日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1431,個人,田本　純夫,田本　純夫,"[6. 摂食機能障害の治療, ]",[],na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],"[2. 上記以外の往診, 4. 在宅患者訪問診療, 9. 在宅患者訪問看護・指導, ]","[1. 病院との連携, 2. 診療所との連携, ]",3|-|-,-|-|-,-|-|-,4|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,医療法人社団　辻󠄀歯科医院,米子市車尾４−３−４６,鳥取県米子市車尾四丁目3-46,,2023年1月5日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1432,個人,辻󠄀　和秀,辻󠄀　和秀,"[1. 歯科領域の一次診療, 2. 成人の歯科矯正治療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, 5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],"[2. 上記以外の往診, ]",[],1|-|-,-|-|-,-|-|-,3|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,鳥取県西部歯科保健センター,米子市両三柳１０４−１,鳥取県米子市両三柳104-1,,2022年2月8日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1433,個人,植木　泰久,植木　泰久,"[1. 歯科領域の一次診療, ]",[],na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],[],[],-|-|-,-|-|-,-|-|-,-|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,中田歯科医院,米子市尾高２７４１−４,鳥取県米子市尾高2741-4,,2023年1月10日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1435,個人,中田　貴康,中田　貴康,[],[],na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],"[21. 歯科訪問診療, ]",[],1|-|-,-|-|-,-|-|-,5|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,医療法人社団知真会ナガタ歯科,米子市米原４−３−２３,鳥取県米子市米原四丁目3-23,,2020年6月23日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1436,個人,永田　耕蔵,永田　耕蔵,[],[],na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],[],"[1. 病院との連携, ]",3|-|-,-|-|-,-|-|-,5|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,医療法人社団ナガセデンタルクリニック,米子市三旗町４−２１,鳥取県米子市三旗町4-21,,2022年2月21日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1437,個人,永瀬　隆,永瀬　隆,"[1. 歯科領域の一次診療, ]",[],na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],[],"[1. 病院との連携, 2. 診療所との連携, 5. 薬局との連携, ]",1|-|-,-|-|-,-|-|-,1|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,医療法人社団灘尾歯科医院,米子市角盤町1丁目４２−２,鳥取県米子市角盤町一丁目42-2,,2017年3月29日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1438,個人,灘尾　誠,灘尾　誠,"[1. 歯科領域の一次診療, ]","[1. 埋伏歯抜歯, ]",na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],[],[],1|-|-,-|-|-,-|-|-,1|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,医療法人社団新納歯科大崎医院,米子市大崎1276-1,鳥取県米子市大崎1276-1,,2018年5月7日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1439,個人,新納　勇樹,新納　晋次郎,"[1. 歯科領域の一次診療, 2. 成人の歯科矯正治療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, 5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],"[4. 在宅患者訪問診療, ]",[],3|-|-,-|-|-,-|-|-,5|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,医療法人社団　野口歯科医院,米子市旗ヶ崎１−２−１,鳥取県米子市旗ヶ崎一丁目2-1,,2023年1月1日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1440,個人,野口　圭一,野口　圭一,"[1. 歯科領域の一次診療, ]","[1. 埋伏歯抜歯, ]",na,na,"[駐車場の有無, 1. 施設内における全面禁煙の実施, ]",[],[],[],1|-|-,-|-|-,-|-|-,4|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,医療法人社団野坂歯科医院,米子市福市１７２５−１,鳥取県米子市福市1725-1,,2023年1月9日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1441,個人,野坂百樹,野坂百樹,"[1. 歯科領域の一次診療, 2. 成人の歯科矯正治療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, ]",na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],"[21. 歯科訪問診療, 22. 訪問歯科衛生指導, 23. 歯科疾患在宅療養管理, 25. 在宅患者訪問口腔リハビリテーション指導管理, ]","[1. 病院との連携, 4. 居宅介護支援事業所との連携, ]",3|-|-,-|-|-,-|-|-,15|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,医療法人陽和会歯科ノサカクリニック,米子市西福原８−１０−４３,鳥取県米子市西福原八丁目10-43,,2023年1月4日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1442,個人,野坂和正,野坂和正,"[1. 歯科領域の一次診療, 5. 障がい者等の歯科治療, ]","[1. 埋伏歯抜歯, 2. 顎関節症治療, 5. 口唇・舌・口腔粘膜の炎症・外傷・腫瘍の治療, ]",na,na,"[駐車場の有無, 1. 手話による対応, 3. 音声による情報の伝達, 1. 施設内における全面禁煙の実施, ]",[],"[4. 在宅患者訪問診療, 13. 訪問看護指示, ]","[2. 診療所との連携, ]",1|-|-,-|-|-,-|-|-,2|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
2023-09-15,野坂純歯科医院,米子市両三柳８８２,鳥取県米子市両三柳882,,2017年3月29日,https://medinfo.pref.tottori.lg.jp/ComDisp/dental_03_view.php?ID=1443,個人,野坂　純,野坂　純,[],[],na,na,"[駐車場の有無, 施設のバリアフリー化の実施, 1. 施設内における全面禁煙の実施, ]",[],"[2. 上記以外の往診, 4. 在宅患者訪問診療, ]","[1. 病院との連携, 2. 診療所との連携, 3. 訪問看護ステーションとの連携, 4. 居宅介護支援事業所との連携, ]",1|-|-,-|-|-,-|-|-,2|-|-,na,na,na,2,"['歯科領域', '口腔外科領域']"
